Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000158,540,FALSE,Rx,0,8,A0,0,FF,0,FF,0,12,26
1000159,0000044C,FALSE,Rx,0,8,4E,15,43,97,58,2,5,D0
1000160,000000D2,FALSE,Rx,0,5,3B,3F,0,0,4,0,0,0
1000161,50,FALSE,Rx,0,4,0,AD,98,35,0,0,0,0
1000162,000000AE,FALSE,Rx,0,8,EB,E8,0,0,0,0,3,0
1000163,0000038A,FALSE,Rx,0,4,D8,80,78,20,0,0,0,0
1000164,000001A0,FALSE,Rx,0,8,0,40,0,0,FE,FE,0,1E
1000165,000001AC,FALSE,Rx,0,8,79,7,0,0,69,21,F7,C1
1000166,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,E0,84
1000167,000003A0,FALSE,Rx,0,8,83,7,15,A9,FB,8E,42,0F
1000168,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000169,000003B2,FALSE,Rx,0,8,0,80,47,2,0,0,0,0
1000170,000004A8,FALSE,Rx,0,8,5D,0,7,90,0,0,74,BE
1000171,000005A0,FALSE,Rx,0,8,7D,0,0,70,0,4B,1E,AB
1000172,000000C2,FALSE,Rx,0,8,88,80,0,0,80,F0,25,7
1000173,000000D0,FALSE,Rx,0,6,BD,5D,4,3C,28,F0,0,0
1000174,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7E,0,0
1000175,440,FALSE,Rx,0,8,20,80,0,FE,7C,0,5C,0
1000176,280,FALSE,Rx,0,8,1,16,90,0C,16,0,16,16
1000177,284,FALSE,Rx,0,6,7,7,0,0,0,0,0,0
1000178,288,FALSE,Rx,0,8,4E,BB,38,0,0,50,A0,0A
1000179,380,FALSE,Rx,0,8,0,89,0,0,0,0,0,5
1000180,480,FALSE,Rx,0,8,70,0,33,EA,59,88,6,7E
1000181,488,FALSE,Rx,0,8,71,16,16,7E,FE,FF,1E,10
1000182,0000048A,FALSE,Rx,0,8,79,0A,1,2,0,0,0,70
