Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000233,000000D0,FALSE,Rx,0,6,44,85,0,30,1,F0,0,0
1000234,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000235,497,FALSE,Rx,0,8,0,0,0,0,74,46,0,98
1000236,000004A8,FALSE,Rx,0,8,0,40,7,80,0,20,30,D7
1000237,000005D6,FALSE,Rx,0,5,0,0,0,0,0,0,0,0
1000238,0000044C,FALSE,Rx,0,8,D1,FE,FF,8F,58,2,5,0
1000239,000005A0,FALSE,Rx,0,8,2B,1,0,3F,0,0,50,2B
1000240,000005B7,FALSE,Rx,0,8,D0,D0,0,0,0,0,0,0
1000241,000005C0,FALSE,Rx,0,8,6,0,0,A6,21,0,8,89
1000242,280,FALSE,Rx,0,8,40,0B,0,0,11,0,0C,11
1000243,284,FALSE,Rx,0,6,0C,0C,0,0,0,0,0,0
1000244,288,FALSE,Rx,0,8,E8,BA,0,0,0,7B,16,6
1000245,380,FALSE,Rx,0,8,0,7D,0,0,0,0,0,15
1000246,480,FALSE,Rx,0,8,C0,20,96,8B,19,88,10,7C
1000247,488,FALSE,Rx,0,8,BE,11,11,7F,FE,0,FF,C0
1000248,0000048A,FALSE,Rx,0,8,C2,0,0,2,0,0,0,C0
1000249,588,FALSE,Rx,0,8,E8,0,7F,0,0,0,0,8B
1000250,440,FALSE,Rx,0,8,20,0,0,FE,7F,1,0C,0
1000251,540,FALSE,Rx,0,8,10,0,FF,0,FF,0,2,0
1000252,50,FALSE,Rx,0,4,0,5,68,6D,0,0,0,0
1000253,000000AE,FALSE,Rx,0,8,70,71,0,0,0,0,1,0
1000254,0000038A,FALSE,Rx,0,4,68,80,C8,20,0,0,0,0
1000255,000001A0,FALSE,Rx,0,8,0,43,0,0,FE,FE,0,97
1000256,000002A0,FALSE,Rx,0,8,0,0,0,6D,0,0,70,1D
1000257,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000258,000000D0,FALSE,Rx,0,6,57,96,0,30,1,F0,0,0
1000259,000000C2,FALSE,Rx,0,8,0,80,0,0,80,30,E9,4F
1000260,000003D0,FALSE,Rx,0,6,0,81,0,0,0,79,0,0
1000261,000003D2,FALSE,Rx,0,7,73,41,33,0,1,0,0,0
1000262,368,FALSE,Rx,0,8,F7,6,8,FE,7,FE,FE,0
1000263,280,FALSE,Rx,0,8,40,0B,0,0,11,0,0C,11
1000264,380,FALSE,Rx,0,8,0,7D,0,0,0,0,0,15
1000265,488,FALSE,Rx,0,8,AE,11,11,7F,FE,0,FF,D0
1000266,5.00E+00,FALSE,Rx,0,8,60,0,FF,0,0,0,5,FB
1000267,440,FALSE,Rx,0,8,20,0,0,FE,7F,1,14,0
1000268,540,FALSE,Rx,0,8,20,0,FF,0,FF,0,2,0
1000269,000000AE,FALSE,Rx,0,8,80,81,0,0,0,0,1,0
1000270,000001A0,FALSE,Rx,0,8,0,43,0,0,FE,FE,0,98
